30.631564,53.115532,56.215059,23.001162,151.775388,16.45597,141.656323,173.933188,111.963763,154.418329,170.667171,133.807378,164.215037,163.390374,144.470979,0.000000
30.908198,51.928164,55.003418,23.594119,150.500081,15.562321,141.917813,174.047908,111.87084,153.662051,170.535855,134.950171,163.436629,163.245924,144.94009,0.000000
36.972502,50.37829,53.974124,22.85478,150.342969,16.738007,142.046296,173.503544,100.928991,155.327148,170.645676,134.086339,163.557343,164.390739,145.025457,0.000000
34.280202,52.794731,50.450502,22.234299,152.416329,15.806929,143.307944,173.976902,95.300993,154.456163,171.12374,127.682152,164.69294,164.803544,144.829162,0.000000
30.930748,41.328111,24.096001,11.564214,3.552374,6.898309,33.957615,166.060974,154.842872,112.67059,173.208915,159.212484,125.66807,177.199602,155.593306,1.000000
30.922824,42.074536,24.145639,10.831276,3.914977,6.936482,34.353946,166.54743,155.72361,113.167259,173.404574,160.748732,125.404779,177.045839,156.085108,1.000000
29.68138,42.472774,25.478161,10.603544,3.290267,6.983859,35.509159,166.431395,152.615099,108.943315,173.570468,156.685669,121.908136,177.279594,152.40938,1.000000
29.650883,41.508256,24.188193,11.231483,2.910819,7.047713,34.470036,165.221685,151.752283,108.899719,173.260267,156.141298,120.998812,177.117616,151.580379,1.000000
35.465517,43.232341,17.882043,9.136904,1.744171,5.616259,12.614739,9.150065,5.421745,28.128582,158.515506,144.89972,114.243746,163.447702,136.428894,2.000000
34.105196,42.519607,19.414362,9.027305,1.931649,5.914828,12.134359,9.274797,5.226673,27.459381,158.226811,145.641856,116.547788,163.512224,139.048022,2.000000
34.196664,44.456664,16.456501,8.570925,2.368498,5.585799,11.847754,8.580615,4.860922,26.660264,157.8461,145.938674,114.766749,162.699207,136.77918,2.000000
34.016435,43.157389,18.024521,8.842179,2.637942,5.624539,11.78669,8.865249,4.782218,26.209133,157.073577,146.023291,114.688052,162.525913,137.486211,2.000000
38.05921,57.538666,24.107361,1.416156,2.824328,6.645137,5.741057,4.61408,6.309904,6.048415,12.150364,3.562727,10.146946,169.77223,157.319901,3.000000
37.705244,57.63469,23.607474,1.33319,2.595303,6.295128,5.817523,4.505978,5.569237,6.399301,12.136598,4.256769,9.592968,169.769685,157.407331,3.000000
42.200331,57.788982,21.008447,0.651543,3.301399,5.912348,7.495391,4.874099,5.902551,6.259693,13.352891,2.227669,11.625196,171.187101,153.594491,3.000000
42.445268,57.66191,21.543068,0.246388,3.325824,5.360554,7.506219,4.98205,5.646348,6.122622,13.358995,2.231791,11.697985,170.934319,153.121262,3.000000
38.796662,42.296455,88.222877,7.920237,8.990252,2.318204,11.941427,13.281007,10.958721,8.303048,12.24967,9.93605,12.811274,5.012347,2.946524,4.000000
39.166731,42.726926,87.719934,7.934195,8.876263,2.308553,12.01024,13.069259,10.651339,8.389343,12.151442,9.774707,13.024351,4.925003,2.867751,4.000000
38.930549,43.774906,81.432095,7.93318,8.918759,2.213848,11.684288,13.398079,11.006284,8.286373,12.163752,9.620089,12.838764,5.035401,2.451133,4.000000
38.834121,43.525479,81.113121,7.844868,8.868752,2.230191,11.573126,13.325207,10.971214,8.218237,12.106866,9.563664,12.713093,4.986699,2.336359,4.000000
38.40553,43.822224,85.465878,8.078287,8.84983,2.320276,11.718957,13.589502,10.900397,8.44972,12.36663,9.450362,12.67958,5.190556,2.497929,4.000000
38.706378,44.053198,85.928103,8.159653,8.845158,2.400099,11.557147,13.499528,10.811125,8.516399,12.309596,9.462991,12.78262,5.174126,2.554729,4.000000
30.983807,2.512866,13.056137,7.124014,6.78967,0.710711,11.331096,9.973741,7.001028,6.62753,10.375358,5.765253,13.733297,4.273925,4.787824,5.000000
31.326154,1.827631,13.644935,6.739125,6.991161,0.705941,11.941669,9.967223,7.2074,6.539515,10.667014,5.946285,13.528785,4.448909,4.477726,5.000000
31.365175,1.399183,13.333259,6.772284,7.061379,0.702273,12.072514,10.012486,7.291052,6.609985,10.688771,6.051866,13.686293,4.32616,4.576167,5.000000
30.266657,2.62594,12.144668,6.926794,6.874075,1.039965,11.232142,10.068481,6.917833,6.401885,10.410718,5.647647,13.538187,4.052754,4.646578,5.000000
30.863206,2.994466,11.051053,6.87554,6.714402,1.101039,11.120543,9.858604,6.719575,6.494553,10.065202,5.309924,13.370089,3.983378,5.107156,5.000000
